title,cover,summary,language,categories,editor,publicationYear,pagesNumber,amazonLink,kindleLink,audibleLink,fnacLink,ISBN,rating,authors
Until I Find You,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2005.0,,,,,,345479726,3.61,John Irving
"The Dark Divine (The Dark Divine, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2009.0,,,,,,1606840576,3.81,Bree Despain
"Heat: An Amateur's Adventures as Kitchen Slave, Line Cook, Pasta-Maker, and Apprentice to a Dante-Quoting Butcher in Tuscany",https://images.gr-assets.com/books/1320554917m/139220.jpg,,,,,2006.0,,,,,,1400041201,3.89,Bill Buford
Women Who Run With the Wolves: Myths and Stories of the Wild Woman Archetype,https://images.gr-assets.com/books/1500974527m/241823.jpg,,eng,,,1992.0,,,,,,345409876,4.15,Clarissa Pinkola Estés
"Calling on Dragons (Enchanted Forest Chronicles, #3)",https://images.gr-assets.com/books/1428442349m/169879.jpg,,en-US,,,1993.0,,,,,,152046925,4.2,"Patricia C. Wrede, Peter de Sève"
"Now, Discover Your Strengths",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,2001.0,,,,,,743201140,3.95,"Marcus Buckingham, Donald O. Clifton"
The Long Tail: Why the Future of Business is Selling Less of More,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2006.0,,,,,,1401309666,3.83,Chris Anderson
Mein Kampf,https://images.gr-assets.com/books/1395618385m/54270.jpg,,en-US,,,1925.0,,,,,,395083621,3.13,Adolf Hitler
Swapping Lives,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2006.0,,,,,,670034800,3.56,Jane Green
"A Rule Against Murder (Chief Inspector Armand Gamache, #4)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2008.0,,,,,,312377029,4.21,Louise Penny
"The Perfect Hope (Inn Boonsboro, #3)",https://images.gr-assets.com/books/1351012631m/12951824.jpg,,eng,,,2012.0,,,,,,1455807044,4.14,Nora Roberts
"Consequences (Consequences, #1)",https://images.gr-assets.com/books/1350233855m/12368985.jpg,,eng,,,2011.0,,,,,,1465341889,3.97,Aleatha Romig
The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1997.0,,,,,,684856093,4.01,Sean Covey
"The Strange Case of Origami Yoda (Origami Yoda, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2010.0,,,,,,810984253,3.9,Tom Angleberger
"Welcome to Temptation (Dempseys, #1)",https://images.gr-assets.com/books/1479663151m/33727.jpg,,eng,,,1996.0,,,,,,312932804,3.94,Jennifer Crusie
Inside Out & Back Again,https://images.gr-assets.com/books/1357771743m/8537327.jpg,,eng,,,2011.0,,,,,,61962783,4.09,Thanhha Lai
"Dreamless (Starcrossed, #2)",https://images.gr-assets.com/books/1320248839m/12995284.jpg,,eng,,,2012.0,,,,,,62012010,4.2,Josephine Angelini
The Lord of the Rings: The Return of the King: Visual Companion,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,,,,,,,618390979,4.59,Jude Fisher
"The Art of the Start: The Time-Tested, Battle-Hardened Guide for Anyone Starting Anything",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2004.0,,,,,,1591840562,3.82,Guy Kawasaki
"The Other Wes Moore: One Name, Two Fates",https://images.gr-assets.com/books/1320554118m/7099273.jpg,,en-GB,,,2010.0,,,,,,385528191,3.77,"Wes  Moore, Tavis Smiley"
"Mistress of the Art of Death (Mistress of the Art of Death, #1)",https://images.gr-assets.com/books/1435958507m/86643.jpg,,en-US,,,2007.0,,,,,,399154140,3.95,Ariana Franklin
"Assholes Finish First (Tucker Max, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2008.0,,,,,,1416938745,3.64,Tucker Max
美少女戦士セーラームーン新装版 1 [Bishōjo Senshi Sailor Moon Shinsōban 1],https://images.gr-assets.com/books/1308886282m/1429082.jpg,,jpn,,,1991.0,,,,,,4063347761,4.28,"Naoko Takeuchi, 武内 直子"
Kiss an Angel,https://images.gr-assets.com/books/1309115033m/73086.jpg,,eng,,,1996.0,,,,,,380782332,4.21,Susan Elizabeth Phillips
The Upside of Irrationality: The Unexpected Benefits of Defying Logic at Work and at Home,https://images.gr-assets.com/books/1268511997m/7815744.jpg,,en-US,,,2010.0,,,,,,61995037,4.0,Dan Ariely
The Partly Cloudy Patriot,https://images.gr-assets.com/books/1430720573m/12358.jpg,,eng,,,2002.0,,,,,,743243803,3.9,"Sarah Vowell, Katherine Streeter"
"My Father's Dragon (My Father's Dragon, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1948.0,,,,,,440421217,4.09,Ruth Stiles Gannett
Natchez Burning,https://images.gr-assets.com/books/1383438264m/18505832.jpg,,eng,,,2014.0,,,,,,62311077,4.12,Greg Iles
Pulp,https://images.gr-assets.com/books/1348053445m/141526.jpg,,,,,1994.0,,,,,,876859260,3.68,Charles Bukowski
"Hannibal Rising (Hannibal Lecter, #4)",https://images.gr-assets.com/books/1394208690m/32416.jpg,,en-US,,,2006.0,,,,,,385339410,3.44,Thomas Harris
"Immortal in Death (In Death, #3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1996.0,,,,,,749934085,4.26,J.D. Robb
"Infinity (Chronicles of Nick, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2010.0,,,,,,312599072,4.04,Sherrilyn Kenyon
"Blood Noir (Anita Blake, Vampire Hunter #16)",https://images.gr-assets.com/books/1310494632m/2149535.jpg,,en-US,,,2007.0,,,,,,425222195,3.85,Laurell K. Hamilton
Inherent Vice,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2009.0,,,,,,1594202249,3.71,Thomas Pynchon
Songs of the Humpback Whale,https://images.gr-assets.com/books/1421422550m/10914.jpg,,en-US,,,1992.0,,,,,,743431014,3.19,Jodi Picoult
"The Night Eternal (The Strain Trilogy, #3)",https://images.gr-assets.com/books/1327932900m/6945530.jpg,,en-US,,,2011.0,,,,,,61558265,3.67,"Guillermo del Toro, Chuck Hogan"
"Bright Lights, Big City",https://images.gr-assets.com/books/1399647015m/86147.jpg,,eng,,,1984.0,,,,,,394726413,3.74,Jay McInerney
Whiskey Beach,https://images.gr-assets.com/books/1357477045m/16158519.jpg,,eng,,,2013.0,,,,,,399159894,3.96,Nora Roberts
The Guy Not Taken: Stories,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2006.0,,,,,,1416535209,3.46,Jennifer Weiner
"The Walking Dead, Vol. 08: Made to Suffer",https://images.gr-assets.com/books/1266634689m/1894269.jpg,,eng,,,2008.0,,,,,,1582408831,4.47,Robert Kirkman
Pleasure of a Dark Prince (Immortals After Dark #9),https://images.gr-assets.com/books/1357612049m/6337006.jpg,,eng,,,2010.0,,,,,,1416580956,4.41,Kresley Cole
Danny and the Dinosaur (An I Can Read Book),https://images.gr-assets.com/books/1406512465m/858037.jpg,,en-US,,,1958.0,,,,,,64440028,4.0,Syd Hoff
The Decameron,https://images.gr-assets.com/books/1472027832m/51799.jpg,,eng,,,1353.0,,,,,,140449302,3.86,"Giovanni Boccaccio, G.H. McWilliam"
"Twisted (Pretty Little Liars, #9)",https://images.gr-assets.com/books/1316975768m/9893331.jpg,,en-US,,,2011.0,,,,,,62081012,4.05,Sara Shepard
"The Crossing (Harry Bosch, #20; Mickey Haller, #7; Harry Bosch Universe, #25)",https://images.gr-assets.com/books/1428347007m/25010281.jpg,,eng,,,2015.0,,,,,,316225886,4.21,Michael Connelly
Dear Life: Stories,https://images.gr-assets.com/books/1333579320m/13530981.jpg,,,,,2012.0,,,,,,771064861,3.75,Alice Munro
Five Little Monkeys Jumping on the Bed,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,1989.0,,,,,,899197698,4.09,Eileen Christelow
"Kushiel's Avatar (Phèdre's Trilogy, #3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2003.0,,,,,,1405034149,4.37,Jacqueline Carey
The Aleph and Other Stories ,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1947.0,,,,,,142437883,4.39,"Jorge Luis Borges, Andrew Hurley"
"The Long Goodbye (Philip Marlowe, #6)",https://images.gr-assets.com/books/1388225584m/2054.jpg,,eng,,,1953.0,,,,,,394757688,4.23,Raymond Chandler
"Farewell, My Lovely (Philip Marlowe, #2)",https://images.gr-assets.com/books/1465778099m/2050.jpg,,eng,,,1940.0,,,,,,394758277,4.17,Raymond Chandler
The Castle of Llyr (The Chronicles of Prydain #3),https://images.gr-assets.com/books/1405714238m/24779.jpg,,eng,,,1966.0,,,,,,805080503,4.07,Lloyd Alexander
"Fade Out (The Morganville Vampires, #7)",https://images.gr-assets.com/books/1327067249m/6289938.jpg,,en-US,,,2009.0,,,,,,451228669,4.2,Rachel Caine
"The Cat Who Could Read Backwards (Cat Who..., #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1966.0,,,,,,425195201,3.84,Lilian Jackson Braun
The Demigod Diaries,https://images.gr-assets.com/books/1328573978m/12959086.jpg,,eng,,,2012.0,,,,,,1423163001,4.19,"Rick Riordan, Haley Riordan"
Neil Patrick Harris: Choose Your Own Autobiography,https://images.gr-assets.com/books/1400599072m/20170296.jpg,,eng,,,2014.0,,,,,,385346999,3.86,"Neil Patrick Harris, David Javerbaum, Antony Hare"
"Death du Jour (Temperance Brennan, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,1999.0,,,,,,671011375,3.96,Kathy Reichs
More Than a Carpenter,https://images.gr-assets.com/books/1439771268m/313631.jpg,,eng,,,1977.0,,,,,,842345523,4.19,Josh McDowell
"Boneshaker (The Clockwork Century, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2009.0,,,,,,765318415,3.5,Cherie Priest
Rubyfruit Jungle,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1973.0,,,,,,553146963,3.88,Rita Mae Brown
"Fallen in Love (Fallen, #3.5)",https://images.gr-assets.com/books/1362339849m/12588363.jpg,,eng,,,2012.0,,,,,,375990674,3.77,Lauren Kate
Sisters,https://images.gr-assets.com/books/1411022689m/18225810.jpg,,eng,,,2014.0,,,,,,545540607,4.29,Raina Telgemeier
"The Never War (Pendragon, #3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2003.0,,,,,,1597372552,4.12,D.J. MacHale
"The Elf Queen of Shannara (Heritage of Shannara, #3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1992.0,,,,,,1857238273,4.02,Terry Brooks
"Mattimeo (Redwall, #3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1990.0,,,,,,441006108,4.02,Brian Jacques
"A Return to Love: Reflections on the Principles of ""A Course in Miracles""",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,1992.0,,,,,,60927488,4.29,Marianne Williamson
"First Family (Sean King & Michelle Maxwell, #4)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2009.0,,,,,,446539759,3.98,David Baldacci
True Grit,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,1968.0,,,,,,1585673692,4.12,Charles Portis
Feel the Fear and Do It Anyway,https://images.gr-assets.com/books/1363288028m/653396.jpg,,en-US,,,1987.0,,,,,,449902927,4.01,Susan  Jeffers
Memoirs of an Imaginary Friend,https://images.gr-assets.com/books/1343851908m/13538552.jpg,,eng,,,2012.0,,,,,,125000621X,4.1,Matthew Dicks
"Haroun and the Sea of Stories (Khalifa Brothers, #1)",https://images.gr-assets.com/books/1419913148m/4835.jpg,,eng,,,1990.0,,,,,,670886580,4.01,"Salman Rushdie, Paul Birkbeck"
Whistling Past the Graveyard,https://images.gr-assets.com/books/1360518751m/16058610.jpg,,eng,,,2013.0,,,,,,1476707723,4.04,Susan Crandall
"Poison Princess (The Arcana Chronicles, #1)",https://images.gr-assets.com/books/1356422925m/13450339.jpg,,en-US,,,2012.0,,,,,,1442436646,4.14,Kresley Cole
"Tatiana and Alexander (The Bronze Horseman, #2)",https://images.gr-assets.com/books/1390089221m/83143.jpg,,en-GB,,,2003.0,,,,,,7118899,4.3,Paullina Simons
"The Emperor's Blades (Chronicle of the Unhewn Throne, #1)",https://images.gr-assets.com/books/1369246817m/17910124.jpg,,eng,,,2014.0,,,,,,765336405,4.15,Brian Staveley
Brick Lane,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2003.0,,,,,,743243315,3.38,Monica Ali
"Half Bad (The Half Bad Trilogy, #1)",https://images.gr-assets.com/books/1413889712m/18079804.jpg,,eng,,,2014.0,,,,,,670016780,3.8,Sally Green
Zorba the Greek,https://images.gr-assets.com/books/1328007439m/53639.jpg,,eng,,,1946.0,,,,,,571203132,4.1,"Nikos Kazantzakis, Νίκος Καζαντζάκης"
Sounder,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,1969.0,,,,,,64400204,3.96,"William H. Armstrong, James Barkley"
A Universe from Nothing: Why There Is Something Rather Than Nothing,https://images.gr-assets.com/books/1365217267m/11337189.jpg,,eng,,,2012.0,,,,,,145162445X,3.92,"Lawrence M. Krauss, Richard Dawkins"
Slash,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2007.0,,,,,,61351423,3.96,"Slash, Anthony Bozza"
"Archangel's Kiss (Guild Hunter, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2010.0,,,,,,425233367,4.24,Nalini Singh
"Rebel Belle (Rebel Belle, #1)",https://images.gr-assets.com/books/1371650817m/8475505.jpg,,eng,,,2014.0,,,,,,399256938,3.88,Rachel Hawkins
"The Mephisto Club (Rizzoli & Isles, #6)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2006.0,,,,,,345476999,4.01,Tess Gerritsen
The Scarlet Thread ,https://images.gr-assets.com/books/1406510347m/73297.jpg,,eng,,,1995.0,,,,,,842342710,4.14,Francine Rivers
It's a Magical World: A Calvin and Hobbes Collection,https://images.gr-assets.com/books/1437420710m/24814.jpg,,eng,,,1996.0,,,,,,836221362,4.75,Bill Watterson
"Avatar: The Last Airbender (The Promise, #1)",https://images.gr-assets.com/books/1335027742m/12413836.jpg,,,,,2012.0,,,,,,1595828117,4.24,"Gene Luen Yang, Bryan Konietzko, Michael Dante DiMartino, Gurihiru"
Being and Nothingness,https://images.gr-assets.com/books/1329978583m/10033.jpg,,en-GB,,,1943.0,,,,,,415278481,3.94,"Jean-Paul Sartre, Hazel E. Barnes, Mary Warnock, Richard Eyre"
"Miecz przeznaczenia (Saga o Wiedźminie, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,pol,,,1993.0,,,,,,8370540376,4.4,Andrzej Sapkowski
Silent Spring,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,1962.0,,,,,,618249060,3.94,"Rachel Carson, Linda Lear, Edward O. Wilson"
"Legion (Legion, #1)",https://images.gr-assets.com/books/1338512017m/13452375.jpg,,eng,,,2012.0,,,,,,1596064854,4.13,Brandon Sanderson
Down the Rabbit Hole: Curious Adventures and Cautionary Tales of a Former Playboy Bunny,https://images.gr-assets.com/books/1427158803m/23215469.jpg,,eng,,,2015.0,,,,,,62372106,3.4,Holly Madison
Kill Alex Cross (Alex Cross #18),https://images.gr-assets.com/books/1338802382m/10343389.jpg,,eng,,,2011.0,,,,,,1846057647,4.0,James Patterson
The Pearl That Broke Its Shell,https://images.gr-assets.com/books/1384543130m/18505784.jpg,,eng,,,2014.0,,,,,,62244752,4.12,Nadia Hashimi
"Behemoth (Leviathan, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2010.0,,,,,,1416971750,4.18,"Scott Westerfeld, Keith Thompson"
The Sociopath Next Door,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2005.0,,,,,,767915828,3.75,Martha Stout
"Y: The Last Man, Vol. 8: Kimono Dragons (Y: The Last Man, #8)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2006.0,,,,,,1401210104,4.22,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr."
Do-It-Yourself Book (Diary of a Wimpy Kid),https://images.gr-assets.com/books/1261505077m/3157876.jpg,,eng,,,2007.0,,,,,,810979772,4.17,Jeff Kinney
"Angels and Demons / The Da Vinci Code (Robert Langdon, #1-2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,2003.0,,,,,,593054601,4.19,Dan Brown
"The Tea Rose (The Tea Rose, #1)",https://images.gr-assets.com/books/1327888567m/261331.jpg,,eng,,,2002.0,,,,,,7208006,4.18,Jennifer Donnelly
"Moon Over Soho (Peter Grant, #2)",https://images.gr-assets.com/books/1320411169m/8680418.jpg,,eng,,,2011.0,,,,,,345524594,4.1,Ben Aaronovitch
The Paris Architect,https://images.gr-assets.com/books/1375064865m/17456328.jpg,,eng,,,2013.0,,,,,,1402284314,3.98,Charles Belfoure
"Falling Kingdoms (Falling Kingdoms, #1)",https://images.gr-assets.com/books/1337026387m/12954620.jpg,,eng,,,2012.0,,,,,,1595145842,3.83,"Morgan Rhodes, Michelle Rowen"
Ask and It Is Given: Learning to Manifest Your Desires,https://images.gr-assets.com/books/1390062620m/244383.jpg,,en-GB,,,2004.0,,,,,,1401904599,4.18,"Esther Hicks, Jerry Hicks, Wayne W. Dyer"
Island Beneath the Sea,https://images.gr-assets.com/books/1501991943m/7005479.jpg,,eng,,,2009.0,,,,,,61988243,4.01,"Isabel Allende, Margaret Sayers Peden"
"The History of Tom Jones, a Foundling",https://images.gr-assets.com/books/1444450775m/99329.jpg,,eng,,,1749.0,,,,,,140436227,3.73,"Henry Fielding, Thomas Keymer, Alice Wakely"
"Winesburg, Ohio",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1919.0,,,,,,192839772,3.84,Sherwood Anderson
"Beautiful Redemption (The Maddox Brothers, #2)",https://images.gr-assets.com/books/1418155511m/22717015.jpg,,eng,,,2015.0,,,,,,1502541858,4.15,Jamie McGuire
"C is for Corpse  (Kinsey Millhone, #3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,1986.0,,,,,,312939019,3.87,Sue Grafton
"Y: The Last Man, Vol. 5: Ring of Truth (Y: The Last Man, #5)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2004.0,,,,,,1401204872,4.27,"Brian K. Vaughan, Pia Guerra, José Marzán Jr."
Five Quarters of the Orange,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2001.0,,,,,,60958022,3.83,Joanne Harris
2666,https://images.gr-assets.com/books/1412644327m/63032.jpg,,spa,,,2004.0,,,,,,843396867X,4.2,Roberto Bolaño
Microserfs,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,1995.0,,,,,,60987049,3.88,Douglas Coupland
How to Tell If Your Cat Is Plotting to Kill You,https://images.gr-assets.com/books/1461518764m/15799936.jpg,,eng,,,2012.0,,,,,,1449410243,3.95,"Matthew Inman, The Oatmeal"
"Simple Genius (Sean King & Michelle Maxwell, #3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2007.0,,,,,,446580341,3.89,David Baldacci
Light on Snow,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,2004.0,,,,,,316014281,3.56,Anita Shreve
"Vampire Mountain (Cirque Du Freak, #4)",https://images.gr-assets.com/books/1255813254m/8960.jpg,,eng,,,2001.0,,,,,,316905747,4.16,Darren Shan
The Three Stigmata of Palmer Eldritch,https://images.gr-assets.com/books/1338461946m/14185.jpg,,eng,,,1965.0,,,,,,1407247425,4.01,Philip K. Dick
The Strange Library,https://images.gr-assets.com/books/1419549475m/23128304.jpg,,en-GB,,,2005.0,,,,,,385354304,3.55,"Haruki Murakami, Ted Goossen"
Deadeye Dick,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1982.0,,,,,,385334176,3.8,Kurt Vonnegut Jr.
"The Power (The Secret, #2)",https://images.gr-assets.com/books/1366245447m/8579016.jpg,,eng,,,2009.0,,,,,,1439181780,4.09,Rhonda Byrne
"Ancestors of Avalon (Avalon, #5)",https://images.gr-assets.com/books/1311305924m/181886.jpg,,eng,,,2004.0,,,,,,451460286,3.89,"Diana L. Paxson, Marion Zimmer Bradley"
Out Stealing Horses,https://images.gr-assets.com/books/1317791439m/398323.jpg,,eng,,,2003.0,,,,,,1555974708,3.79,"Per Petterson, Anne Born"
"Batman: Knightfall, Vol. 1: Broken Bat",https://images.gr-assets.com/books/1376156963m/51078.jpg,,eng,,,1993.0,,,,,,1563891425,4.08,"Doug Moench, Chuck Dixon, Jim Aparo, Norm Breyfogle, Graham Nolan, Jim Balent"
"Saga, Vol. 5 (Saga, #5)",https://images.gr-assets.com/books/1486028990m/25451555.jpg,,eng,,,2015.0,,,,,,1632154382,4.44,"Brian K. Vaughan, Fiona Staples"
"The Lions of Lucerne (Scot Harvath, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2002.0,,,,,,1416543686,4.04,Brad Thor
One Past Midnight: The Langoliers,https://images.gr-assets.com/books/1429051428m/102733.jpg,,eng,,,1989.0,,,,,,453007449,3.82,"Stephen King, Willem Dafoe"
The Sign of the Beaver,https://images.gr-assets.com/books/1362166273m/207569.jpg,,eng,,,1983.0,,,,,,440779030,3.77,Elizabeth George Speare
"Ask the Dust (Arturo Bandini, #3)",https://images.gr-assets.com/books/1388283697m/46227.jpg,,eng,,,1939.0,,,,,,60822554,4.14,"John Fante, Charles Bukowski"
All Over But the Shoutin',https://images.gr-assets.com/books/1327905477m/470495.jpg,,eng,,,1997.0,,,,,,679774025,4.09,Rick Bragg
The Key to Midnight,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,1979.0,,,,,,425147517,3.93,"Leigh Nichols, Dean Koontz"
Fairy Tales from the Brothers Grimm: A New English Version,https://images.gr-assets.com/books/1339554952m/13554713.jpg,,eng,,,2012.0,,,,,,067002497X,4.11,"Philip Pullman, Jacob Grimm, Wilhelm Grimm"
"Debt of Bones (Sword of Truth, #0.5)",https://images.gr-assets.com/books/1502300279m/43886.jpg,,eng,,,1998.0,,,,,,765351544,3.85,Terry Goodkind
The Joke,https://images.gr-assets.com/books/1448044837m/26114.jpg,,eng,,,1967.0,,,,,,571166938,3.99,Milan Kundera
Flight of the Intruder (Jake Grafton #1),https://images.gr-assets.com/books/1327959569m/377425.jpg,,eng,,,1986.0,,,,,,1591141273,4.04,Stephen Coonts
"Silver on the Tree (The Dark is Rising, #5)",https://images.gr-assets.com/books/1364805592m/11313.jpg,,eng,,,1977.0,,,,,,689840330,4.16,Susan Cooper
National Velvet,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1935.0,,,,,,1405209496,4.09,Enid Bagnold
"Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2011.0,,,,,,812932293,3.97,Richard Branson
Lysistrata,https://images.gr-assets.com/books/1335892524m/1591.jpg,,eng,,,-411.0,,,,,,872206033,3.84,"Aristophanes, Sarah Ruden"
The Swan Thieves,https://images.gr-assets.com/books/1256542427m/5983057.jpg,,eng,,,2010.0,,,,,,1847442404,3.53,Elizabeth Kostova
"Iced (Fever, #6)",https://images.gr-assets.com/books/1333022535m/12444166.jpg,,eng,,,2012.0,,,,,,385344406,4.13,Karen Marie Moning
Okay for Now,https://images.gr-assets.com/books/1388860777m/9165406.jpg,,en-US,,,2011.0,,,,,,547152604,4.19,Gary D. Schmidt
"Assassins (Left Behind, #6)",https://images.gr-assets.com/books/1406512196m/85957.jpg,,eng,,,1990.0,,,,,,842329277,3.98,"Tim LaHaye, Jerry B. Jenkins"
"Red Country (First Law World, #6)",https://images.gr-assets.com/books/1333663008m/13521459.jpg,,eng,,,2012.0,,,,,,316214442,4.27,Joe Abercrombie
The Lords of Discipline,https://images.gr-assets.com/books/1320483838m/85443.jpg,,,,,1980.0,,,,,,553271369,4.28,Pat Conroy
Eat and Run: My Unlikely Journey to Ultramarathon Greatness,https://images.gr-assets.com/books/1344746039m/13202092.jpg,,en-US,,,2012.0,,,,,,547569653,3.95,"Scott Jurek, Steve Friedman"
"Broken (Will Trent, #4)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2010.0,,,,,,385341970,4.2,Karin Slaughter
The Matchmaker,https://images.gr-assets.com/books/1395694896m/18656006.jpg,,eng,,,2014.0,,,,,,316099759,3.82,Elin Hilderbrand
"The Mark (Left Behind, #8)",https://images.gr-assets.com/books/1406510315m/50930.jpg,,en-US,,,2000.0,,,,,,842332286,4.02,"Tim LaHaye, Jerry B. Jenkins"
Belong to Me,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2008.0,,,,,,61240273,3.84,Marisa de los Santos
"The Darkest Hour (Warriors, #6)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2005.0,,,,,,60525851,4.52,Erin Hunter
"L.A. Confidential (L.A. Quartet, #3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1990.0,,,,,,99366711,4.2,James Ellroy
