title,authors,cover,summary,language,genres,editor,publicationYear,pagesNumber,amazonLink,kindleLink,audibleLink,fnacLink,ISBN,rating
On Liberty,['John Stuart Mill'],https://images.gr-assets.com/books/1459346459m/385228.jpg,,eng,,,1859,,,,,,140432078,3.93
Not My Father's Son,['Alan Cumming'],https://images.gr-assets.com/books/1429218612m/22934446.jpg,,eng,,,2014,,,,,,62225073,4.0
"Nigella Express: Good Food, Fast",['Nigella Lawson'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2007,,,,,,1401322433,3.96
The Dead Key,['D.M. Pulley'],https://images.gr-assets.com/books/1421800352m/22914448.jpg,,eng,,,2015,,,,,,,3.79
"Simply Irresistible (Lucky Harbor, #1)",['Jill Shalvis'],https://images.gr-assets.com/books/1323268405m/7863423.jpg,,eng,,,2010,,,,,,044657161X,3.92
"Gabriel's Redemption (Gabriel's Inferno, #3)",['Sylvain Reynard'],https://images.gr-assets.com/books/1366632463m/16247792.jpg,,eng,,,2013,,,,,,425266516,4.23
"Scott Pilgrim, Volume 5: Scott Pilgrim Vs. the Universe","[""Bryan Lee O'Malley""]",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2009,,,,,,1934964107,4.33
Better: A Surgeon's Notes on Performance,['Atul Gawande'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2007,,,,,,805082115,4.19
"Leave Me Breathless (Ross Siblings, #3)",['Cherrie Lynn'],https://images.gr-assets.com/books/1342660909m/15748335.jpg,,en-GB,,,2012,,,,,,,4.26
"Play (Stage Dive, #2)",['Kylie Scott'],https://images.gr-assets.com/books/1393202794m/19095025.jpg,,eng,,,2014,,,,,,,4.33
"Twilight and Philosophy: Vampires, Vegetarians, and the Pursuit of Immortality","['Rebecca Housel', 'J. Jeremy Wisnewski', 'William Irwin']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2009,,,,,,470484233,4.39
Games People Play,['Eric Berne'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,1964,,,,,,345032799,3.81
"Mitosis (The Reckoners, #1.5)",['Brandon Sanderson'],https://images.gr-assets.com/books/1385570447m/18966322.jpg,,eng,,,2013,,,,,,449818438,3.87
La Dame aux Camélias,"['Alexandre Dumas fils', 'David Coward']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1848,,,,,,192836382,3.97
The Wedding Dress,['Rachel Hauck'],https://images.gr-assets.com/books/1327923985m/11942639.jpg,,en-US,,,2012,,,,,,1595549633,3.83
Fish: A Proven Way to Boost Morale and Improve Results,"['Stephen C. Lundin', 'Harry Paul', 'John Christensen', 'Kenneth H. Blanchard']",https://images.gr-assets.com/books/1393219562m/206309.jpg,,eng,,,1996,,,,,,786866020,3.92
"D-Day, June 6, 1944: The Battle for the Normandy Beaches",['Stephen E. Ambrose'],https://images.gr-assets.com/books/1391798880m/49250.jpg,,eng,,,1994,,,,,,743449746,4.25
A Long Walk to Water: Based on a True Story,['Linda Sue Park'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2010,,,,,,547251270,4.23
"Light (Gone, #6)",['Michael  Grant'],https://images.gr-assets.com/books/1331533067m/8811139.jpg,,eng,,,2013,,,,,,61449180,4.4
Stuck-Up Suit,"['Vi Keeland', 'Penelope Ward']",https://images.gr-assets.com/books/1456315337m/28477789.jpg,,eng,,,2016,,,,,,,4.14
"To Your Scattered Bodies Go (Riverworld, #1)",['Philip José Farmer'],https://images.gr-assets.com/books/1327657439m/189147.jpg,,eng,,,1971,,,,,,345419677,3.94
Midnight Bayou,['Nora Roberts'],https://images.gr-assets.com/books/1309200744m/114132.jpg,,eng,,,2001,,,,,,515142867,3.96
Winter's Tale,['Mark Helprin'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,1983,,,,,,156031191,3.5
The Doomsday Conspiracy,['Sidney Sheldon'],https://images.gr-assets.com/books/1408853925m/106646.jpg,,eng,,,1991,,,,,,1568650957,3.59
"Rapture in Death (In Death, #4)","['J.D. Robb', 'Susan Ericksen']",https://images.gr-assets.com/books/1347628556m/201175.jpg,,,,,1996,,,,,,1423301854,4.26
Common Sense,['Thomas Paine'],https://images.gr-assets.com/books/1309209451m/161744.jpg,,eng,,,1776,,,,,,143036254,3.97
Falling Leaves: The Memoir of an Unwanted Chinese Daughter,['Adeline Yen Mah'],https://images.gr-assets.com/books/1423952608m/54529.jpg,,eng,,,1997,,,,,,767903579,3.88
رحلتي من الشك إلى الإيمان,['مصطفى محمود'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,ara,,,1970,,,,,,,4.03
"Whispers at Moonrise (Shadow Falls, #4)",['C.C. Hunter'],https://images.gr-assets.com/books/1331497103m/13416236.jpg,,eng,,,2012,,,,,,1250011914,4.38
"The 4-Hour Body: An Uncommon Guide to Rapid Fat-Loss, Incredible Sex, and Becoming Superhuman",['Timothy Ferriss'],https://images.gr-assets.com/books/1351861578m/7148931.jpg,,en-US,,,2000,,,,,,030746363X,3.76
The Elementary Particles,"['Michel Houellebecq', 'Frank Wynne']",https://images.gr-assets.com/books/1403180525m/58314.jpg,,eng,,,1998,,,,,,375727019,3.78
"Beauty from Surrender (Beauty, #2)",['Georgia Cates'],https://images.gr-assets.com/books/1367294723m/17314410.jpg,,eng,,,2013,,,,,,,4.13
Dracula (Marvel Illustrated),"['Roy Thomas', 'Dick Giordano', 'Mark D. Beazley', 'Bram Stoker']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,2005,,,,,,785114777,3.93
"The Adventures of Captain Underpants (Captain Underpants, #1)",['Dav Pilkey'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1997,,,,,,439014573,3.84
"How Children Succeed: Grit, Curiosity, and the Hidden Power of Character",['Paul Tough'],https://images.gr-assets.com/books/1344730141m/13435889.jpg,,eng,,,2012,,,,,,547564651,3.91
The Fountains of Paradise,['Arthur C. Clarke'],https://images.gr-assets.com/books/1344265959m/149049.jpg,,eng,,,1979,,,,,,446677949,3.96
The Bastard of Istanbul,['Elif Shafak'],https://images.gr-assets.com/books/1309282092m/98920.jpg,,eng,,,2006,,,,,,670038342,3.79
Two Boys Kissing,['David Levithan'],https://images.gr-assets.com/books/1364194940m/17237214.jpg,,eng,,,2013,,,,,,307931900,4.11
"The Doomsday Key (Sigma Force, #6)",['James Rollins'],https://images.gr-assets.com/books/1340970015m/5171894.jpg,,en-US,,,,,,,,,61231401,4.16
The Ruins,['Scott B. Smith'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2006,,,,,,1400043875,3.5
"A Dangerous Path (Warriors, #5)",['Erin Hunter'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2004,,,,,,60525657,4.42
"Dances with Wolves (Dances with Wolves, #1)",['Michael Blake'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1988,,,,,,449000753,4.19
"Bloodhound (Beka Cooper, #2)",['Tamora Pierce'],https://images.gr-assets.com/books/1320443071m/153779.jpg,,eng,,,2009,,,,,,375814698,4.26
"The Night Angel Trilogy (Night Angel, #1-3)",['Brent Weeks'],https://images.gr-assets.com/books/1450327994m/6122735.jpg,,eng,,,2009,,,,,,160751351X,4.42
A Rose for Emily and Other Stories,['William Faulkner'],https://images.gr-assets.com/books/1487468453m/426025.jpg,,eng,,,1930,,,,,,675093244,4.06
The Holy Bible: English Standard Version,['Anonymous'],https://images.gr-assets.com/books/1328227151m/5883777.jpg,,eng,,,2001,,,,,,,4.66
"A Morbid Taste for Bones (Chronicles of Brother Cadfael, #1)",['Ellis Peters'],https://images.gr-assets.com/books/1296427936m/321545.jpg,,en-US,,,1977,,,,,,446400157,3.99
The Lives of the Artists,"['Giorgio Vasari', 'Julia Conway Bondanella', 'Peter Bondanella']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1550,,,,,,019283410X,3.78
"Unleash the Night (Dark Hunter, #8; Were-Hunter, #2)",['Sherrilyn Kenyon'],https://images.gr-assets.com/books/1462051642m/84139.jpg,,en-US,,,2005,,,,,,312934335,4.34
"Syren (Septimus Heap, #5)",['Angie Sage'],https://images.gr-assets.com/books/1327949203m/4935682.jpg,,eng,,,2009,,,,,,747594155,4.1
"Metro 2033 (METRO, #1)","['Dmitry Glukhovsky', 'M. David Drevs']",https://images.gr-assets.com/books/1328809143m/5558786.jpg,,ger,,,2005,,,,,,3453532988,3.98
The Slap,['Christos Tsiolkas'],https://images.gr-assets.com/books/1330062364m/5396496.jpg,,eng,,,2008,,,,,,1741753597,3.16
"The Art Spirit: Notes, Articles, Fragments of Letters and Talks to Students, Bearing on the Concept and Technique of Picture Making, the Study of Art (Icon Editions)","['Robert Henri', 'Forbes Watson', 'Margery A. Ryerson']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1929,,,,,,64301389,3.87
"Brilliance (Brilliance Saga, #1)",['Marcus Sakey'],https://images.gr-assets.com/books/1437159954m/17171909.jpg,,eng,,,2013,,,,,,1611099692,3.95
Life and Other Near-Death Experiences,['Camille Pagán'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-GB,,,2015,,,,,,,3.82
The Fortress of Solitude,['Jonathan Lethem'],https://images.gr-assets.com/books/1418677318m/9799.jpg,,eng,,,2003,,,,,,571219357,3.87
The Darkest Evening of the Year,['Dean Koontz'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2007,,,,,,553804820,3.71
"Authority (Southern Reach, #2)",['Jeff VanderMeer'],https://images.gr-assets.com/books/1403941730m/18077769.jpg,,eng,,,2014,,,,,,374104107,3.55
"The Wrath of Mulgarath (The Spiderwick Chronicles, #5)","['Holly Black', 'Tony DiTerlizzi']",https://images.gr-assets.com/books/1358702186m/277190.jpg,,en-US,,,2004,,,,,,689859406,3.92
The Scrapbook of Frankie Pratt,['Caroline Preston'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2011,,,,,,61966908,3.72
Bee Season,['Myla Goldberg'],https://images.gr-assets.com/books/1371912051m/251762.jpg,,eng,,,2000,,,,,,385498802,3.55
"Indelible (Grant County, #4)",['Karin Slaughter'],https://images.gr-assets.com/books/1299703450m/182012.jpg,,eng,,,2004,,,,,,60567112,4.19
Night Chills,['Dean Koontz'],https://images.gr-assets.com/books/1308460533m/236208.jpg,,en-US,,,1976,,,,,,425098648,3.86
Be Here Now,"['Ram Dass', 'Richard Alpert']",https://images.gr-assets.com/books/1369858407m/29254.jpg,,en-US,,,1971,,,,,,517543052,4.27
"Trace (Kay Scarpetta, #13)",['Patricia Cornwell'],https://images.gr-assets.com/books/1310723816m/6530.jpg,,eng,,,2004,,,,,,425204200,3.76
"Genghis: Birth of an Empire (Conqueror, #1)",['Conn Iggulden'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2007,,,,,,440243904,4.34
"The Ruby Knight (The Elenium, #2)",['David Eddings'],https://images.gr-assets.com/books/1487687688m/291354.jpg,,eng,,,1990,,,,,,345373529,3.96
The Thief of Always,['Clive Barker'],https://images.gr-assets.com/books/1309239541m/32638.jpg,,eng,,,1992,,,,,,60177241,4.18
"Kiss of Crimson (Midnight Breed, #2)",['Lara Adrian'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2007,,,,,,553589385,4.17
"The Keepsake (Rizzoli & Isles, #7)",['Tess Gerritsen'],https://images.gr-assets.com/books/1320502170m/2653622.jpg,,en-US,,,2008,,,,,,345497627,4.09
The Everything Store: Jeff Bezos and the Age of Amazon,['Brad Stone'],https://images.gr-assets.com/books/1365394361m/17660462.jpg,,eng,,,2013,,,,,,316219266,4.06
"The Air He Breathes (Elements, #1)",['Brittainy C. Cherry'],https://images.gr-assets.com/books/1441375261m/25564446.jpg,,,,,2015,,,,,,,4.2
Kiss of a Demon King (Immortals After Dark #7),['Kresley Cole'],https://images.gr-assets.com/books/1357612809m/3585344.jpg,,eng,,,2009,,,,,,1416580948,4.35
"The Bonehunters (Malazan Book of the Fallen, #6)",['Steven Erikson'],https://images.gr-assets.com/books/1399934281m/478951.jpg,,eng,,,2006,,,,,,553813153,4.42
"Forever My Girl (The Beaumont Series, #1)",['Heidi McLaughlin'],https://images.gr-assets.com/books/1353074232m/16119079.jpg,,eng,,,2012,,,,,,988695103,4.04
"The Glass Magician (The Paper Magician Trilogy, #2)",['Charlie N. Holmberg'],https://images.gr-assets.com/books/1410466975m/22341276.jpg,,,,,2014,,,,,,1477825940,3.87
Chanakya's Chant,['Ashwin Sanghi'],https://images.gr-assets.com/books/1327939570m/10098912.jpg,,eng,,,2010,,,,,,9380658674,3.68
The Naked and the Dead,['Norman Mailer'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1948,,,,,,312265050,3.94
Battle Cry of Freedom,['James M. McPherson'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1988,,,,,,019516895X,4.32
The Little Mermaid,"['Michael Teitelbaum', 'Sue DiCicco']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,1989,,,,,,307162346,4.36
Lifeguard,"['James Patterson', 'Andrew Gross']",https://images.gr-assets.com/books/1344264201m/86424.jpg,,,,,2005,,,,,,044661761X,3.76
Because of Mr. Terupt,['Rob Buyea'],https://images.gr-assets.com/books/1320456974m/7783920.jpg,,eng,,,2010,,,,,,038573882X,4.34
Blubber,['Judy Blume'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-GB,,,1974,,,,,,330398059,3.78
"One Grave at a Time (Night Huntress, #6)",['Jeaniene Frost'],https://images.gr-assets.com/books/1315175727m/7954556.jpg,,eng,,,2011,,,,,,61783196,4.25
"Apollyon (Covenant, #4)",['Jennifer L. Armentrout'],https://images.gr-assets.com/books/1350101819m/9897164.jpg,,eng,,,2013,,,,,,1937053164,4.4
"I Heart New York (I Heart, #1)",['Lindsey Kelk'],https://images.gr-assets.com/books/1276963692m/6202661.jpg,,en-US,,,2009,,,,,,7288387,3.84
"Airhead (Airhead, #1)",['Meg Cabot'],https://images.gr-assets.com/books/1260574610m/2213324.jpg,,eng,,,2008,,,,,,545040523,3.77
"Beauty's Release (Sleeping Beauty, #3)","['A.N. Roquelaure', 'Anne Rice']",https://images.gr-assets.com/books/1167595462m/25190.jpg,,eng,,,1985,,,,,,452281458,3.71
"Jessica's Guide to Dating on the Dark Side (Jessica, #1)",['Beth Fantaskey'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2000,,,,,,152063846,3.85
"Complete Poems, 1904-1962",['E.E. Cummings'],https://images.gr-assets.com/books/1355093052m/26596.jpg,,eng,,,1991,,,,,,871401525,4.35
Execution: The Discipline of Getting Things Done,"['Larry Bossidy', 'Ram Charan', 'Charles Burck']",https://images.gr-assets.com/books/1350857284m/1635.jpg,,en-US,,,2009,,,,,,609610570,3.83
Smoke Gets in Your Eyes: And Other Lessons from the Crematory,['Caitlin Doughty'],https://images.gr-assets.com/books/1416181987m/20663702.jpg,,eng,,,2014,,,,,,393240231,4.04
"The Rembrandt Affair (Gabriel Allon, #10)",['Daniel Silva'],https://images.gr-assets.com/books/1360176576m/7096123.jpg,,eng,,,2010,,,,,,399156585,4.26
The Call of Cthulhu,['H.P. Lovecraft'],https://images.gr-assets.com/books/1377787655m/15730101.jpg,,eng,,,1928,,,,,,,4.05
20th Century Ghosts,"['Joe Hill', 'Christopher Golden']",https://images.gr-assets.com/books/1388224829m/373915.jpg,,en-US,,,2005,,,,,,61147974,3.95
Ghostwritten,['David Mitchell'],https://images.gr-assets.com/books/1320415093m/6819.jpg,,eng,,,1999,,,,,,375724508,4.06
The One That Got Away,['Simon Wood'],https://images.gr-assets.com/books/1421800005m/21219083.jpg,,eng,,,2015,,,,,,,3.77
"The Ruby Circle (Bloodlines, #6)",['Richelle Mead'],https://images.gr-assets.com/books/1409815340m/8709528.jpg,,eng,,,2015,,,,,,159514322X,4.22
Where the Mountain Meets the Moon,['Grace Lin'],https://images.gr-assets.com/books/1344265026m/5983694.jpg,,eng,,,2009,,,,,,316114278,4.24
"Swallows and Amazons (Swallows and Amazons, #1)",['Arthur Ransome'],https://images.gr-assets.com/books/1277148503m/125190.jpg,,eng,,,1930,,,,,,087923573X,3.98
"Rock Hard (Sinners on Tour, #2)",['Olivia Cunning'],https://images.gr-assets.com/books/1295759548m/9442157.jpg,,eng,,,2011,,,,,,1402245793,4.11
How to Build a Girl,['Caitlin Moran'],https://images.gr-assets.com/books/1410131752m/20525628.jpg,,eng,,,2014,,,,,,,3.69
"Sang Pemimpi (Tetralogi Laskar Pelangi, #2)",['Andrea Hirata'],https://images.gr-assets.com/books/1489733383m/1407874.jpg,,ind,,,2006,,,,,,9793062924,4.09
The Know-It-All: One Man's Humble Quest to Become the Smartest Person in the World,['A.J. Jacobs'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2004,,,,,,743250621,3.77
"Touch & Go (Tessa Leoni, #2)",['Lisa Gardner'],https://images.gr-assets.com/books/1348273633m/15811495.jpg,,eng,,,2013,,,,,,525953078,4.05
The Double Bind,['Chris Bohjalian'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2007,,,,,,1400047463,3.62
Summer Rental,['Mary Kay Andrews'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2011,,,,,,312642695,3.78
The Ice Twins,['S.K. Tremayne'],https://images.gr-assets.com/books/1415872674m/23553419.jpg,,eng,,,2015,,,,,,7563035,3.68
"The Edge of Always (The Edge of Never, #2)",['J.A. Redmerski'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2013,,,,,,1455549002,4.02
The Virgin Blue,['Tracy Chevalier'],https://images.gr-assets.com/books/1395581883m/2873.jpg,,eng,,,1997,,,,,,452284449,3.65
Salt Sugar Fat: How the Food Giants Hooked Us,['Michael Moss'],https://images.gr-assets.com/books/1361919312m/15797397.jpg,,eng,,,2013,,,,,,1400069807,3.98
"Half Magic (Tales of Magic, #1)","['Edward Eager', 'N.M. Bodecker']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,1954,,,,,,152020683,3.94
"Dawn of the Dreadfuls (Pride and Prejudice and Zombies, #0.5)","['Steve Hockensmith', 'Jane Austen', 'Patrick Arrasmith']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2007,,,,,,1594744548,3.47
"Live to Tell (Detective D.D. Warren, #4)",['Lisa Gardner'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2010,,,,,,553807242,4.18
Lilly's Purple Plastic Purse,['Kevin Henkes'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,1996,,,,,,688128971,4.2
"84, Charing Cross Road",['Helene Hanff'],https://images.gr-assets.com/books/1287338794m/368916.jpg,,eng,,,1970,,,,,,140143505,4.19
"Father Mine (Black Dagger Brotherhood, #6.5)",['J.R. Ward'],https://images.gr-assets.com/books/1272994722m/5153799.jpg,,eng,,,2008,,,,,,,4.51
Peace Is Every Step: The Path of Mindfulness in Everyday Life,"['Thich Nhat Hanh', 'Arnold Kotler', 'Dalai Lama XIV']",https://images.gr-assets.com/books/1320544155m/14572.jpg,,eng,,,1990,,,,,,553351397,4.34
"Electric Daisy, Vol. 1 (Dengeki Daisy, #1)",['Kyousuke Motomi'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,ind,,,2007,,,,,,,4.3
Scrappy Little Nobody,['Anna Kendrick'],https://images.gr-assets.com/books/1469410391m/29868610.jpg,,eng,,,2016,,,,,,1501117203,3.91
The Einstein Prophecy,['Robert Masello'],https://images.gr-assets.com/books/1434549503m/24429934.jpg,,en-US,,,2015,,,,,,,3.58
"Started Early, Took My Dog (Jackson Brodie, #4)",['Kate Atkinson'],https://images.gr-assets.com/books/1273446011m/7307795.jpg,,eng,,,2010,,,,,,385608020,3.89
Batman: A Death in the Family,"['Jim Starlin', 'Jim Aparo', 'Mike DeCarlo']",https://images.gr-assets.com/books/1327940363m/107032.jpg,,eng,,,1988,,,,,,930289447,4.05
TransAtlantic,['Colum McCann'],https://images.gr-assets.com/books/1367929787m/16085517.jpg,,eng,,,2013,,,,,,1400069599,3.81
"Eternal Kiss of Darkness (Night Huntress World, #2)",['Jeaniene Frost'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-GB,,,2010,,,,,,61783161,4.21
"The Spellman Files (The Spellmans, #1)",['Lisa Lutz'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2007,,,,,,743571355,3.88
Books of Blood: Volumes One to Three (Books of Blood #1-3),['Clive Barker'],https://images.gr-assets.com/books/1306747123m/32626.jpg,,eng,,,1984,,,,,,425165582,4.16
"The Judas Strain (Sigma Force, #4)",['James Rollins'],https://images.gr-assets.com/books/1367267369m/294046.jpg,,eng,,,2007,,,,,,60763892,4.15
Searching for God Knows What,['Donald Miller'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2000,,,,,,785263713,3.92
The Missing Piece,['Shel Silverstein'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,1976,,,,,,60256710,4.27
Fatherland,['Robert   Harris'],https://images.gr-assets.com/books/1261912137m/56842.jpg,,eng,,,1992,,,,,,61006629,3.96
"Freedom™ (Daemon, #2)",['Daniel Suarez'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2010,,,,,,525951571,4.27
The Bridge of San Luis Rey,['Thornton Wilder'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,1927,,,,,,60088877,3.8
White Nights,['Fyodor Dostoyevsky'],https://images.gr-assets.com/books/1450699039m/1772910.jpg,,eng,,,1848,,,,,,,4.05
"Skin Trade (Anita Blake, Vampire Hunter #17)",['Laurell K. Hamilton'],https://images.gr-assets.com/books/1310494564m/5215879.jpg,,en-US,,,2009,,,,,,425227723,3.9
Jesus the Christ,['James E. Talmage'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,1915,,,,,,875793266,4.63
Disney's the Lion King,['Don Ferguson'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,1994,,,,,,1570820872,4.49
Shirley,"['Charlotte Brontë', 'Lucasta Miller', 'collaborative', 'Jessica Cox']",https://images.gr-assets.com/books/1422609409m/31168.jpg,,,,,1849,,,,,,141439866,3.71
"Born in Ice (Born In Trilogy, #2)",['Nora Roberts'],https://images.gr-assets.com/books/1388252955m/114129.jpg,,en-US,,,1995,,,,,,515116750,4.13
Villa Incognito,['Tom Robbins'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,2003,,,,,,1842431021,3.65
The Sellout,['Paul Beatty'],https://images.gr-assets.com/books/1403430899m/22237161.jpg,,eng,,,2015,,,,,,374260508,3.8
"Fables, Vol. 4: March of the Wooden Soldiers","['Bill Willingham', 'Mark Buckingham', 'Craig Hamilton', 'Steve Leialoha', 'P. Craig Russell']",https://images.gr-assets.com/books/1327870401m/21325.jpg,,eng,,,2004,,,,,,1401202225,4.29
Night School,"['Lee Child', 'Dick Hill']",https://images.gr-assets.com/books/1478699350m/28077464.jpg,,eng,,,2016,,,,,,804192979,3.96
"The Silent Girl (Rizzoli & Isles, #9)",['Tess Gerritsen'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2011,,,,,,345515501,4.13
Horton Hatches the Egg,['Dr. Seuss'],https://images.gr-assets.com/books/1408927129m/11301.jpg,,eng,,,1940,,,,,,7175191,4.14
"A Shade of Blood (A Shade of Vampire, #2)",['Bella Forrest'],https://images.gr-assets.com/books/1365199807m/17733861.jpg,,eng,,,,,,,,,,4.01
Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape,"['Jenna Miscavige Hill', 'Lisa Pulitzer']",https://images.gr-assets.com/books/1354001608m/15827066.jpg,,eng,,,2013,,,,,,62248472,3.72
Apology,"['Plato', 'James J. Helm']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,-390,,,,,,865163480,4.15
"Preacher, Volume 3: Proud Americans","['Garth Ennis', 'Steve Dillon', 'Penn Jillette']",https://images.gr-assets.com/books/1309915653m/102953.jpg,,eng,,,1997,,,,,,1563893274,4.27
"The Wolf Gift (The Wolf Gift Chronicles, #1)",['Anne Rice'],https://images.gr-assets.com/books/1328214020m/12880428.jpg,,eng,,,2012,,,,,,307595110,3.52
The Little Red Hen (Little Golden Book),"['Diane Muldrow', 'J.P. Miller']",https://images.gr-assets.com/books/1320489925m/867650.jpg,,,,,1954,,,,,,307960307,4.2
Lethal,['Sandra Brown'],https://images.gr-assets.com/books/1301590794m/10875239.jpg,,,,,2011,,,,,,1455501476,4.04
The Terror,['Dan Simmons'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2007,,,,,,316017442,4.0
Madeline's Rescue,['Ludwig Bemelmans'],https://images.gr-assets.com/books/1355323337m/773606.jpg,,eng,,,1953,,,,,,670447161,4.24
"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime","['John Heilemann', 'Mark Halperin']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,2010,,,,,,61733636,4.1
"Garden of Shadows (Dollanganger, #5)",['V.C. Andrews'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1987,,,,,,067172942X,3.88
"A Perfect Blood (The Hollows, #10)",['Kim Harrison'],https://images.gr-assets.com/books/1312426322m/10599805.jpg,,en-US,,,2012,,,,,,61957895,4.38
Joni: An Unforgettable Story,"['Joni Eareckson Tada', 'Joe Musser']",https://images.gr-assets.com/books/1360187347m/124524.jpg,,en-US,,,1976,,,,,,310240018,4.23
